Data source,Material_Code,Sequence,Resin Type,Fibre Volume Fraction,Fibre Weight Fraction,Percentage of Fibre in 0-deg Direction,Percentage of Fibre in 45-deg Direction,Percentage of Fibre in 90-deg Direction,Percentage of Fibre in Other Direction,Thickness,Tab Thickness,Width,Maximum Width,Minimum Width,Length,Gauge Length,Load Length,Area,Maximum Stress,Minimum Stress,Maximum Strain,Minimum Strain,R-value,Frequency,Static Maximum Tensile Stress,Static Maximum Compressive Stress,Static Elastic Modulus,Static Compressive Modulus,Static Maximum Tensile Strain,Static Maximum Compressive Strain,Cycles to Failure,log(Cycles to Failure)
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,55.0,-110.0,0.6000000238418579,-1.2000000476837158,-2.0,1.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,289.0,2.460897922515869
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,55.0,-110.0,0.6000000238418579,-1.2000000476837158,-2.0,1.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,123.0,2.089905023574829
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,34.5,-69.0,0.375,-0.75,-2.0,2.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,22153.0,4.345432758331299
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,69.0,-138.0,0.75,-1.5,-2.0,1.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,9.0,0.9542425274848938
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,69.0,-138.0,0.75,-1.5,-2.0,1.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,6.0,0.778151273727417
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,62.0,-124.0,0.675000011920929,-1.350000023841858,-2.0,1.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,26.0,1.4149733781814575
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,48.5,-97.0,0.5249999761581421,-1.0499999523162842,-2.0,2.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,920.0,2.963787794113159
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,48.5,-97.0,0.5249999761581421,-1.0499999523162842,-2.0,2.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,1103.0,3.0425755977630615
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,48.5,-97.0,0.5249999761581421,-1.0499999523162842,-2.0,2.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,1360.0,3.1335389614105225
SNL/MSU/DOE,MD-P2B[±45/(90)4C]S,45/-45/90/90/90/90/90/90/90/90/-45/45,Epoxy,55.0,,0.0,15.0,85.0,0.0,2.819999933242798,,,,,,,,,24.0,-48.0,0.26499998569488525,-0.5299999713897705,-2.0,5.0,79.44444274902344,-240.11111450195312,8.85200023651123,,1.0744444131851196,-2.430000066757202,1930312.0,6.285627365112305
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,482.0,48.20000076293945,1.7899999618530273,,0.10000000149011612,2.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,51149.0,4.708837032318115
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,482.0,48.20000076293945,1.7899999618530273,,0.10000000149011612,2.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,91760.0,4.962653636932373
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,414.0,41.400001525878906,1.5299999713897705,,0.10000000149011612,2.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,430915.0,5.634391784667969
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,414.0,41.400001525878906,1.5299999713897705,,0.10000000149011612,2.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,392203.0,5.59351110458374
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,414.0,41.400001525878906,1.7100000381469727,,0.10000000149011612,2.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,271098.0,5.433126449584961
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,482.0,48.20000076293945,1.7899999618530273,,0.10000000149011612,2.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,77278.0,4.888055801391602
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,552.0,55.20000076293945,2.049999952316284,,0.10000000149011612,2.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,9227.0,3.9650604724884033
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,552.0,55.20000076293945,2.049999952316284,,0.10000000149011612,3.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,17280.0,4.23754358291626
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,552.0,55.20000076293945,2.049999952316284,,0.10000000149011612,4.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,6894.0,3.8384711742401123
SNL/MSU/DOE,MD-P2C[(±45)/(0)4]S,45/-45/0/0/0/0/0/0/0/0/-45/45,Epoxy,43.0,,81.0,19.0,0.0,0.0,2.75,,,,,,,,,379.0,37.900001525878906,1.4299999475479126,,0.10000000149011612,5.0,781.2000122070312,,26.933332443237305,,2.865999937057495,,1576941.0,6.197815418243408
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,448.0,44.79999923706055,1.3300000429153442,,0.10000000149011612,2.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,1109.0,3.044931650161743
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,448.0,44.79999923706055,1.3799999952316284,,0.10000000149011612,2.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,679.0,2.8318698406219482
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,448.0,44.79999923706055,1.399999976158142,,0.10000000149011612,2.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,915.0,2.961421012878418
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,241.0,24.100000381469727,0.7699999809265137,,0.10000000149011612,4.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,43719.0,4.640670299530029
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,241.0,24.100000381469727,0.7200000286102295,,0.10000000149011612,4.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,34816.0,4.541779041290283
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,241.0,24.100000381469727,0.7599999904632568,,0.10000000149011612,4.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,32000.0,4.505149841308594
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,172.0,17.200000762939453,0.5299999713897705,,0.10000000149011612,5.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,329999.0,5.518512725830078
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,172.0,17.200000762939453,0.5400000214576721,,0.10000000149011612,4.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,137319.0,5.137730598449707
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,172.0,17.200000762939453,0.5400000214576721,,0.10000000149011612,5.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,388653.0,5.589561939239502
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,155.0,15.5,0.4699999988079071,,0.10000000149011612,6.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,710181.0,5.8513689041137695
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,138.0,13.800000190734863,0.4000000059604645,,0.10000000149011612,8.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,2471561.0,6.392971515655518
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,138.0,13.800000190734863,0.4099999964237213,,0.10000000149011612,10.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,3580200.0,6.55390739440918
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,138.0,13.800000190734863,0.4099999964237213,,0.10000000149011612,8.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,4657452.0,6.668148517608643
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,138.0,13.800000190734863,0.4099999964237213,,0.10000000149011612,8.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,4571967.0,6.6601033210754395
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,483.0,48.29999923706055,1.4600000381469727,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,805.0,2.9057958126068115
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,517.0,51.70000076293945,1.559999942779541,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,567.0,2.7535829544067383
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,552.0,55.20000076293945,1.6699999570846558,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,330.0,2.5185139179229736
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,552.0,55.20000076293945,1.6699999570846558,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,306.0,2.4857213497161865
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,345.0,34.5,1.0399999618530273,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,8431.0,3.9258790016174316
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,345.0,34.5,1.0399999618530273,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,3038.0,3.4825878143310547
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,345.0,34.5,1.0399999618530273,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,6911.0,3.839540958404541
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,621.0,62.099998474121094,1.8700000047683716,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,202.0,2.3053512573242188
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,621.0,62.099998474121094,1.8700000047683716,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,133.0,2.1238515377044678
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,621.0,62.099998474121094,1.8700000047683716,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,165.0,2.2174839973449707
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,758.0,75.80000305175781,2.2899999618530273,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,29.0,1.4623980522155762
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,758.0,75.80000305175781,2.2899999618530273,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,36.0,1.556302547454834
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,758.0,75.80000305175781,2.2899999618530273,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,27.0,1.431363821029663
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,690.0,69.0,2.0799999237060547,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,90.0,1.954242467880249
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,690.0,69.0,2.0799999237060547,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,105.0,2.0211892127990723
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,690.0,69.0,2.0799999237060547,,0.10000000149011612,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,110.0,2.0413928031921387
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-41.400001525878906,-414.0,,-1.2400000095367432,10.0,3.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,21260.0,4.327563285827637
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-41.400001525878906,-414.0,,-1.2400000095367432,10.0,3.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,106621.0,5.0278425216674805
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-41.400001525878906,-414.0,,-1.2400000095367432,10.0,2.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,75482.0,4.877843379974365
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-34.5,-345.0,,-1.0399999618530273,10.0,4.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,1336243.0,6.125885486602783
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-34.5,-345.0,,-1.0399999618530273,10.0,6.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,4477245.0,6.651010990142822
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-48.20000076293945,-482.0,,-1.4500000476837158,10.0,2.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,5277.0,3.7223870754241943
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-48.20000076293945,-482.0,,-1.4500000476837158,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,13413.0,4.127525806427002
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-48.20000076293945,-482.0,,-1.4500000476837158,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,4350.0,3.638489246368408
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-55.20000076293945,-552.0,,-1.659999966621399,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,302.0,2.4800069332122803
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-55.20000076293945,-552.0,,-1.659999966621399,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,241.0,2.382017135620117
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-55.20000076293945,-552.0,,-1.659999966621399,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,724.0,2.85973858833313
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-62.099998474121094,-621.0,,-1.8700000047683716,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,3.0,0.4771212637424469
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-62.099998474121094,-621.0,,-1.8700000047683716,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,21.0,1.3222192525863647
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-62.099998474121094,-621.0,,-1.8700000047683716,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,12.0,1.07918119430542
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-58.599998474121094,-586.0,,-1.7599999904632568,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,42.0,1.6232492923736572
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-58.599998474121094,-586.0,,-1.7599999904632568,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,16.0,1.2041200399398804
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,-58.599998474121094,-586.0,,-1.7599999904632568,10.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,21.0,1.3222192525863647
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,345.0,-345.0,1.0399999618530273,-1.0399999618530273,-1.0,2.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,684.0,2.8350560665130615
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,345.0,-345.0,1.0399999618530273,-1.0399999618530273,-1.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,1026.0,3.0111472606658936
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,241.0,-241.0,0.75,-0.75,-1.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,30112.0,4.4787397384643555
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,241.0,-241.0,0.75,-0.75,-1.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,9262.0,3.966704845428467
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,241.0,-241.0,0.75,-0.75,-1.0,1.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,18804.0,4.274250030517578
SNL/MSU/DOE,MD-QQ1-EP2-S[(±45)/(0)2]S,45/-45/0/0/0/0/-45/45,Epoxy,52.0,,57.0,26.0,16.0,1.0,4.090000152587891,,,,,,,,,138.0,-138.0,0.4099999964237213,-0.4099999964237213,-1.0,2.0,868.888916015625,-689.7000122070312,32.96666717529297,,2.6277778148651123,-2.0739998817443848,964770.0,5.984423637390137
